t_s,P_bar,Level_m,SP_bar,PV01_pct,LV01_pct
825.0,1.939963037446198,0.30441249855852615,2.0,1.4628760201799644,0.7402137488325934
830.0,1.9401326001853378,0.3044931059027395,2.0,1.4605612940787633,0.7456837221765565
835.0,1.9403059431092111,0.30456945137884833,2.0,1.4582703409481905,0.7510214145367139
840.0,1.9404829445349203,0.30464163842988606,2.0,1.456002859727957,0.7562288841081518
845.0,1.9406639201022904,0.30470977254704884,2.0,1.4537603554167178,0.7613083244814124
850.0,1.9408482363273143,0.3047739504057767,2.0,1.4515403661989446,0.7662616227817284
855.0,1.9410356177893189,0.30483427047035216,2.0,1.4493419794601268,0.7710907890410923
860.0,1.9412260121742753,0.3048908298909189,2.0,1.4471651589009613,0.7757978286804205
865.0,1.9414193867798883,0.30494372455543234,2.0,1.4450099246844736,0.7803847445874627
870.0,1.9416156900535748,0.3049930488375391,2.0,1.4428762151487056,0.7848535262140205
875.0,1.9418148292697728,0.30503889557736713,2.0,1.4407637970712375,0.7892061480873703
880.0,1.9420167064030582,0.3050813560794163,2.0,1.4386724147162409,0.7934445689614885
885.0,1.9422212153973077,0.30512052014913127,2.0,1.4366017746492008,0.797570732538187
890.0,1.942428241119244,0.30515647610467433,2.0,1.4345515412656764,0.8015865671894125
895.0,1.9426376774424616,0.30518931079085904,2.0,1.4325214114907983,0.8054939857783584
900.0,1.9428494294416252,0.30521910960016785,2.0,1.4305111225271285,0.8092948857754196
905.0,1.943063376207174,0.3052459564819503,2.0,1.4285202978763212,0.8129911489021874
910.0,1.9432794503094803,0.3052699339364588,2.0,1.4265487795346958,0.8165846401653019
915.0,1.9434975681987545,0.3052911230643291,2.0,1.4245963338804273,0.8200772091469509
920.0,1.9437176472946083,0.3053096035345418,2.0,1.4226627287492306,0.8234706879911978
925.0,1.9439396046057555,0.3053254536085679,2.0,1.420747726045637,0.8267668916772887
930.0,1.944163350005578,0.30533875015088713,2.0,1.4188510539540728,0.8299676177391605
935.0,1.9443887867605467,0.30534956863971635,2.0,1.4169724094474898,0.8330746460014895
940.0,1.944615837963678,0.30535798318262397,2.0,1.4151115676030148,0.8360897385199221
945.0,1.9448444261079378,0.30536406654117615,2.0,1.413268295179564,0.8390146398957261
950.0,1.9450744883331832,0.30536789013047994,2.0,1.4114424159053032,0.8418510765792679
955.0,1.9453059054081159,0.30536952403826845,2.0,1.4096335149604085,0.8446007569736395
960.0,1.9455386471986629,0.3053690370066683,2.0,1.407841546954091,0.8472653700250895
965.0,1.945774220069802,0.30536649651707126,2.0,1.4060728325501972,0.8498465880081448
970.0,1.9460112148152982,0.30536370600796614,2.0,1.4043215144603822,0.8524167706440214
975.0,1.9462486752065742,0.305359403221804,2.0,1.4025838363503929,0.8549240583530261
980.0,1.946486427398751,0.3053532668209633,2.0,1.400859195669128,0.8573548690069447
985.0,1.9467247562895007,0.3053452375234476,2.0,1.399148806716459,0.8597059372887055
990.0,1.9469637958730754,0.30533545581177945,2.0,1.3974532259136945,0.8619820462450385
995.0,1.9472036136813988,0.30532390292602946,2.0,1.3957727556535326,0.8641815280432369
1000.0,1.9474446083319956,0.30531059658830184,2.0,1.394109082356747,0.8663042221378877
1005.0,1.9476862464666265,0.30529556250748857,2.0,1.392460011567005,0.8683502946104842
1010.0,1.9479286183863207,0.3052790553658273,2.0,1.3917387107372523,0.8703292420147765
1015.0,1.9481714921461022,0.3052611217063571,2.0,1.3927102559603868,0.8722421711855863
1020.0,1.9483414511975672,0.30524158145239627,2.0,1.3933828006954152,0.8740810304344528
1025.0,1.9483100553092494,0.30522067536488356,2.0,1.3932370816481656,0.875854851449676
1030.0,1.9481216143217768,0.3051984326580653,2.0,1.3924676131883598,0.8775640921821165
1035.0,1.9478581256715093,0.30517499328336856,2.0,1.3914061538210105,0.8792137745023559
1040.0,1.9475778488416364,0.3051504871841492,2.0,1.3902833676835584,0.8808085607807526
1045.0,1.9473071340989354,0.30512477651542175,2.0,1.3892014649214715,0.8823422813754629
1050.0,1.9470509881312328,0.3050981461228671,2.0,1.388178337928161,0.883825954789946
1055.0,1.9468056869453312,0.30507063418484465,2.0,1.3871982176627347,0.8852606180523758
1060.0,1.9465663972813438,0.30504227956637053,2.0,1.3862416601589767,0.8866474045605062
1065.0,1.9463300064463986,0.3050131133750697,2.0,1.3852963867021,0.8879871512814423
1070.0,1.9460952567741843,0.3049831684088662,2.0,1.3843575521295155,0.8892807810827545
1075.0,1.9458619853693027,0.3049524784618844,2.0,1.3834246143367226,0.8905292734382693
1080.0,1.9456304236706812,0.3049210776184456,2.0,1.3824985385128625,0.8917336363306494
1085.0,1.9454006038772846,0.30488899953678045,2.0,1.3815794335297988,0.8928948773847877
1090.0,1.9451728746774166,0.30485604638062735,2.0,1.3806687257896797,0.89400459931408
1095.0,1.944947336977657,0.304822479133724,2.0,1.3797667941406524,0.8950730261866584
1100.0,1.94472395416924,0.3047883291740245,2.0,1.3788734783961183,0.8961010758431304
1105.0,1.944502453084111,0.30475362869873845,2.0,1.3779876622279312,0.897089761077941
1110.0,1.9442829694714776,0.3047184178873653,2.0,1.377109929524647,0.8980404354994805
1115.0,1.944065505706034,0.30468272194101503,2.0,1.376240276447592,0.8989538615889815
1120.0,1.9438500236593574,0.30464656945017965,2.0,1.3753785464327621,0.899830955371759
1125.0,1.9436364719864836,0.30460998794416666,2.0,1.374524532778647,0.9006726033002873
1130.0,1.9434247971808765,0.3045730043927687,2.0,1.3736780212429451,0.9014796830316756
1135.0,1.9432149772928358,0.30453564508556247,2.0,1.372838927182539,0.9022530581350464
1140.0,1.9430069759593103,0.3044979356634703,2.0,1.3720071037038886,0.9029935790601168
1145.0,1.9428007775031904,0.30445990109741294,2.0,1.3711824901671494,0.9037020819377369
1150.0,1.94259636002233,0.30442156571296014,2.0,1.3703649983412336,0.9043793892524258
1155.0,1.9423936960573704,0.30438295318292213,2.0,1.3695545178329858,0.9050263092132496
1160.0,1.942192766353853,0.30434408653954925,2.0,1.36875097244506,0.905643635925442
1165.0,1.9419935498619216,0.3043049881899485,2.0,1.3679542777984932,0.9062321496951405
1170.0,1.9417960221629296,0.30426567992003783,2.0,1.367164335881819,0.9067926168746709
1175.0,1.9416001582343567,0.3042261829048181,2.0,1.3663810465445696,0.9073257899692296
1180.0,1.9414059414924212,0.30418651772041116,2.0,1.365604344295491,0.9078324078193195
1185.0,1.941213349748494,0.304146704357066,2.0,1.3648341398195833,0.9083131958282573
1190.0,1.9410223656346217,0.3041067622221192,2.0,1.3640703641270995,0.908768865787125
1195.0,1.940832745868294,0.3040667101552965,2.0,1.3633120214965428,0.9092001162054912
1200.0,1.9406447101492181,0.3040263343778305,2.0,1.362560037024965,0.9095981875536371
1205.0,1.9404583010112075,0.3039858840582619,2.0,1.361814563131029,0.9099731018916027
1210.0,1.9402734964938013,0.3039453764220838,2.0,1.3610755055234647,0.9103254731921997
1215.0,1.9400902439300225,0.30390483580808336,2.0,1.360342650463712,0.9106562599406594
1220.0,1.9399084862908198,0.3038642784166844,2.0,1.359615769399359,0.9109661001375632
1225.0,1.9397281974438223,0.30382371998694857,2.0,1.3588947608905895,0.911255622733937
1230.0,1.9395493564971038,0.30378317552744066,2.0,1.3581795418937435,0.9115254349113867
1235.0,1.93937194098948,0.3037426595574914,2.0,1.3574700224071579,0.9117761315900741
1240.0,1.9391959368884983,0.3037021861102582,2.0,1.3567661471438952,0.912008295260417
1245.0,1.9390213265574845,0.3036617687535674,2.0,1.3560678451968364,0.9122224965876771
1250.0,1.9388480989804875,0.3036214205929094,2.0,1.3553750731642502,0.9124192942970202
1255.0,1.9386762375375093,0.3035811542855074,2.0,1.3546877640057393,0.9125992355143449
1260.0,1.9385057258117269,0.30354098204376745,2.0,1.3540058520743292,0.9127628556797625
1265.0,1.9383369008594484,0.3035009190254001,2.0,1.3533307209425658,0.9129108163024432
1270.0,1.9381693594829714,0.3034609732486103,2.0,1.3526606837942379,0.9130434953034725
1275.0,1.9380029769965494,0.30342115540140197,2.0,1.3519952697375555,0.9131613847017557
1280.0,1.93783776212806,0.30338147589827824,2.0,1.3513345270253911,0.9132649701947625
1285.0,1.93767375428517,0.30334194494678207,2.0,1.3506786163563913,0.9133547343186323
1290.0,1.9375109836458404,0.3033025723745573,2.0,1.3500276575194285,0.9134311492927754
1295.0,1.9373494547039483,0.3032633676115254,2.0,1.3493816659216038,0.9134946761390994
1300.0,1.9371891571291104,0.30322433969153656,2.0,1.3487405987589578,0.9135457645539229
1305.0,1.9370300753797987,0.3031854972736143,2.0,1.3481043933442636,0.9135848535742541
1310.0,1.9368721919220717,0.30314684865933295,2.0,1.3474729793425142,0.9136123720933935
1315.0,1.9367154928373473,0.30310840180482723,2.0,1.3468463014409169,0.9136287391675338
1320.0,1.936559959802302,0.3030701643316224,2.0,1.3462242859057034,0.9136343642814129
1325.0,1.936405583108694,0.3030321435312575,2.0,1.3456068947654147,0.9136296473670134
1330.0,1.936252345858004,0.30299434637833955,2.0,1.3449940597069474,0.913614979168954
1335.0,1.9361002349613532,0.3029567795307134,2.0,1.3443857287557477,0.913590741090324
1340.0,1.93594924253229,0.30291944934284876,2.0,1.3437818708862534,0.9135573055791136
1345.0,1.935799352689874,0.3028823618720927,2.0,1.3431824217752544,0.9135150362283405
1350.0,1.93565054955923,0.3028455228807101,2.0,1.3425873179238557,0.913464287709265
1355.0,1.9355028306796116,0.30280893784831925,2.0,1.3419965508304845,0.9134054061295893
1360.0,1.9353561745810386,0.30277261198248767,2.0,1.341410032714297,0.9133387293208819
1365.0,1.935210572405516,0.3027365502122624,2.0,1.3408277294045114,0.9132645864371243
1370.0,1.9350660147072083,0.3027007572107088,2.0,1.3402496030590023,0.9131832987340692
1375.0,1.9349224878356175,0.3026652373932142,2.0,1.3396755986553108,0.9130951793677036
1380.0,1.9347799807502073,0.3026299949237843,2.0,1.339105672292288,0.9130005335220114
1385.0,1.934638482811459,0.30259503372481306,2.0,1.3385397814519608,0.9128996586796607
1390.0,1.9344979785924727,0.302560357482019,2.0,1.3379778639479922,0.9127928447001425
1395.0,1.9343584620673084,0.3025259696493949,2.0,1.3374198966167175,0.9126803739019097
1400.0,1.9342199228173385,0.30249187346091355,2.0,1.336865837344357,0.912562521421942
1405.0,1.9340823504208071,0.30245807192946494,2.0,1.3363156444435753,0.9124395550601369
1410.0,1.933945731666642,0.30242456785578226,2.0,1.3357692647911512,0.9123117355322736
1415.0,1.9338100547457784,0.30239136383353427,2.0,1.3352266512910271,0.9121793165694082
1420.0,1.9336753130580295,0.30235846225740476,2.0,1.3346877780633433,0.9120425451421538
1425.0,1.9335414956035284,0.30232586532921263,2.0,1.3341526006686635,0.9119016616086625
1430.0,1.9334085939882522,0.3022935750590767,2.0,1.333621085791481,0.9117568996643759
1435.0,1.9332765942202925,0.3022615932743641,2.0,1.3330931769043741,0.9116084866101368
1440.0,1.9331454951126978,0.3022299216219461,2.0,1.3325688705400318,0.9114566433508503
1445.0,1.9330152790805357,0.3021985615803837,2.0,1.3320480947189266,0.9113015848007173
1450.0,1.9328859365455067,0.30216751445275103,2.0,1.3315308119285238,0.9111435195045712
1455.0,1.9327574661320868,0.3021367813843498,2.0,1.331017017487005,0.910982650272543
1460.0,1.9326298528674135,0.302106363364434,2.0,1.3305066501431866,0.9108191741678264
1465.0,1.9325030885828127,0.30207626122270453,2.0,1.3299996779027907,0.9106532822856361
1470.0,1.9323771619128265,0.3020464756443603,2.0,1.3294960549843073,0.910485160286725
1475.0,1.9322520716955824,0.30201700716958524,2.0,1.3289957777606052,0.910314988301228
1480.0,1.9321278047721135,0.301987856202935,2.0,1.3284987923961071,0.9101429412383111
1485.0,1.932004348187664,0.3019590230082262,2.0,1.3280050470922113,0.9099691885084599
1490.0,1.9318817019880097,0.3019305077207431,2.0,1.3275145433320734,0.9097938944509525
1495.0,1.9317598542242538,0.30190231035452086,2.0,1.3270272321206396,0.9096172185635761
1500.0,1.931638795951299,0.301874430795522,2.0,1.3265430779779006,0.9094393151628275
1505.0,1.9315185214235313,0.3018468688141409,2.0,1.3260620582413485,0.9092603338301778
1510.0,1.9313990237018548,0.30181962406798,2.0,1.3255841450352515,0.909080419464776
1515.0,1.93128028685055,0.30179269610369835,2.0,1.3251092737170698,0.9088997123017346
1520.0,1.9311623109310085,0.30176608435940644,2.0,1.32463744613208,0.908718347953759
1525.0,1.9310450886102366,0.301739788178086,2.0,1.324168632208869,0.9085364579025789
1530.0,1.930928610759458,0.3017138067993579,2.0,1.3237027952527545,0.9083541691136516
1535.0,1.930812870252944,0.30168813936748995,2.0,1.323239906961124,0.9081716043120512
1540.0,1.9306978577660692,0.30166278493636534,2.0,1.3227799298155891,0.907988882135398
1545.0,1.930583567774983,0.3016377424713232,2.0,1.322322842100823,0.9078061171625902
1550.0,1.9304699909599377,0.30161301085490044,2.0,1.321868606158246,0.9076234201028546
1555.0,1.9303571245995825,0.3015885888867986,2.0,1.3214172117622947,0.9074408977518452
1560.0,1.9302449597829996,0.3015644752911624,2.0,1.32096862265034,0.9072586532464717
1565.0,1.9301334937931693,0.30154066871402097,2.0,1.3205228285736943,0.9070767859215227
1570.0,1.9300227097242968,0.30151716773186277,2.0,1.3200797604902998,0.9068953916201228
1575.0,1.9299126098640553,0.3014939708472474,2.0,1.3196394294701972,0.9067145624786398
